Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
58124-12332,PG,John,John Wall,Wall,36.70750122,40,3500,GS@HOU,HOU,GS,O,Hamstring,,,,PG
58124-12334,SG,Avery,Avery Bradley,Bradley,13.32400024,25,3500,GS@HOU,HOU,GS,O,Leg,,,,SG
58124-110639,PF,Sekou,Sekou Doumbouya,Doumbouya,8.718367596,49,3500,DET@CHA,DET,CHA,,,,,,PF
58124-110638,SF,Deividas,Deividas Sirvydis,Sirvydis,1.973333359,15,3500,DET@CHA,DET,CHA,,,,,,SF
58124-110641,SG,Didi,Didi Louzada,Louzada,,,3500,NO@MIN,NO,MIN,O,Not injury related,,,,SG
58124-12340,PF,Patrick,Patrick Patterson,Patterson,9.697142683,35,3500,DEN@LAC,LAC,DEN,,,,,,PF
58124-117812,SF,Donta,Donta Hall,Hall,13.67142814,7,3500,MEM@ORL,ORL,MEM,,,,,,SF
58124-12342,PF,Al-Farouq,Al-Farouq Aminu,Aminu,15.23333304,21,3500,CHI@ATL,CHI,ATL,,,,,,PF
58124-117307,SF,DaQuan,DaQuan Jeffries,Jeffries,7.115999756,25,3500,GS@HOU,HOU,GS,,,,,,SF
58124-66108,PG,Jamal,Jamal Murray,Murray,35.83958435,48,3500,DEN@LAC,DEN,LAC,O,Knee,,,,PG
58124-112709,SG,Javonte,Javonte Green,Green,7.706060699,33,3500,CHI@ATL,CHI,ATL,,,,,,SG
58124-112708,SF,Max,Max Strus,Strus,7.827272357,33,3500,MIA@CLE,MIA,CLE,,,,,,SF
58124-12365,C,Ed,Ed Davis,Davis,13.00454573,22,3500,NO@MIN,MIN,NO,,,,,,C
58124-12368,PF,Nemanja,Nemanja Bjelica,Bjelica,12.93999983,35,3500,MIA@CLE,MIA,CLE,,,,,,PF
58124-23120,SF,T.J.,T.J. Warren,Warren,22.07500076,4,3500,IND@OKC,IND,OKC,O,Foot,,,,SF
58124-145491,PF,Nathan,Nathan Knight,Knight,7.423333232,30,3500,CHI@ATL,ATL,CHI,,,,,,PF
58124-115802,SF,Jaylen,Jaylen Hoard,Hoard,12.19090965,11,3500,IND@OKC,OKC,IND,,,,,,SF
58124-85597,PG,Jordan,Jordan McLaughlin,McLaughlin,16.18863609,44,3500,NO@MIN,MIN,NO,,,,,,PG
58124-20064,PG,Matthew,Matthew Dellavedova,Dellavedova,12.369231,13,3500,MIA@CLE,CLE,MIA,O,Neck,,,,PG
58124-17517,SF,Tony,Tony Snell,Snell,11.35609771,41,3500,CHI@ATL,ATL,CHI,,,,,,SF
58124-113267,SF,Caleb,Caleb Martin,Martin,12.01521766,46,3500,DET@CHA,CHA,DET,,,,,,SF
58124-41077,SG,Sindarius,Sindarius Thornwell,Thornwell,3.071428571,14,3500,NO@MIN,NO,MIN,,,,,,SG
58124-23676,PG,Damyean,Damyean Dotson,Dotson,12.67631611,38,3500,MIA@CLE,CLE,MIA,,,,,,PG
58124-145532,SG,Jay,Jay Scrubb,Scrubb,,,3500,DEN@LAC,LAC,DEN,O,Foot,,,,SG
58124-117889,SG,Devin,Devin Cannady,Cannady,7.1875,8,3500,MEM@ORL,ORL,MEM,O,Ankle,,,,SG
58124-145539,SF,Deni,Deni Avdija,Avdija,15.90555601,54,3500,WAS@DAL,WAS,DAL,O,Ankle,,,,SF
58124-17541,SF,James,James Nunnally,Nunnally,3.700000048,4,3500,NO@MIN,NO,MIN,,,,,,SF
58124-145548,PF,Anthony,Anthony Gill,Gill,6.790908813,22,3500,WAS@DAL,WAS,DAL,,,,,,PF
58124-14505,C,Bismack,Bismack Biyombo,Biyombo,16.29107121,56,3500,DET@CHA,CHA,DET,,,,,,C
58124-14509,SG,Klay,Klay Thompson,Thompson,,,3500,GS@HOU,GS,HOU,O,Achilles,,,,SG
58124-145588,SF,Anthony,Anthony Lamb,Lamb,7.039999898,15,3500,GS@HOU,HOU,GS,,,,,,SF
58124-49336,SG,DeAndre',DeAndre' Bembry,Bembry,13.04999942,42,3500,TOR@UTA,TOR,UTA,,,,,,SG
58124-12474,PG,Patrick,Patrick Beverley,Beverley,19.44193588,31,3500,DEN@LAC,LAC,DEN,O,Hand,,,,PG
58124-23740,PG,Ryan,Ryan Arcidiacono,Arcidiacono,7.118421053,38,3500,CHI@ATL,CHI,ATL,,,,,,PG
58124-84668,SF,Troy,Troy Brown,Brown,10.51470588,34,3500,CHI@ATL,CHI,ATL,GTD,Ankle,,,,SF
58124-16071,PG,Tim,Tim Frazier,Frazier,6.433333079,3,3500,MEM@ORL,MEM,ORL,,,,,,PG
58124-23772,PG,Yogi,Yogi Ferrell,Ferrell,15.41999969,5,3500,DEN@LAC,LAC,DEN,,,,,,PG
58124-58081,PG,Tyus,Tyus Jones,Jones,17.50833333,60,3500,MEM@ORL,MEM,ORL,,,,,,PG
58124-84707,SF,Chandler,Chandler Hutchison,Hutchison,9.512499809,16,3500,WAS@DAL,WAS,DAL,,,,,,SF
58124-145632,PF,Killian,Killian Tillie,Tillie,6.306250095,16,3500,MEM@ORL,MEM,ORL,,,,,,PF
58124-58083,C,Jahlil,Jahlil Okafor,Okafor,8.359999847,20,3500,DET@CHA,DET,CHA,O,Not injury related,,,,C
58124-9956,SG,Wayne,Wayne Ellington,Ellington,15.06590965,44,3500,DET@CHA,DET,CHA,O,Calf,,,,SG
58124-23780,SF,Jake,Jake Layman,Layman,10.75714257,42,3500,NO@MIN,MIN,NO,,,,,,SF
58124-110309,SF,KZ,KZ Okpala,Okpala,6.532258065,31,3500,MIA@CLE,MIA,CLE,,,,,,SF
58124-110313,C,Bol,Bol Bol,Bol,4.475000109,28,3500,DEN@LAC,DEN,LAC,,,,,,C
58124-84714,PF,Moritz,Moritz Wagner,Wagner,12.36666701,36,3500,MEM@ORL,ORL,MEM,,,,,,PF
58124-110317,PG,Jaylen,Jaylen Nowell,Nowell,16.37631547,38,3500,NO@MIN,MIN,NO,,,,,,PG
58124-9453,PF,Al,Al Horford,Horford,31.73571341,28,3500,IND@OKC,OKC,IND,O,Coach's decision,,,,PF
58124-42733,SF,David,David Nwaba,Nwaba,20.00333252,30,3500,GS@HOU,HOU,GS,O,Wrist,,,,SF
58124-67312,C,Thomas,Thomas Bryant,Bryant,26.37000122,10,3500,WAS@DAL,WAS,DAL,O,Knee,,,,C
58124-110323,C,Eric,Eric Paschall,Paschall,15.64871764,39,3500,GS@HOU,GS,HOU,O,Hip,,,,C
58124-84722,PF,Isaac,Isaac Bonga,Bonga,5.799999922,39,3500,WAS@DAL,WAS,DAL,,,,,,PF
58124-110324,SG,Miye,Miye Oni,Oni,5.263043611,46,3500,TOR@UTA,UTA,TOR,,,,,,SG
58124-85238,SG,Yuta,Yuta Watanabe,Watanabe,11.29772741,44,3500,TOR@UTA,TOR,UTA,,,,,,SG
58124-110329,PF,Bruno,Bruno Fernando,Fernando,4.303333537,30,3500,CHI@ATL,ATL,CHI,,,,,,PF
58124-9466,PG,D.J.,D.J. Augustin,Augustin,14.30196126,51,3500,GS@HOU,HOU,GS,O,Ankle,,,,PG
58124-110333,SF,Jarrett,Jarrett Culver,Culver,11.49411729,34,3500,NO@MIN,MIN,NO,O,Ankle,,,,SF
58124-23294,SF,Danuel,Danuel House,House,18.43333296,33,3500,GS@HOU,HOU,GS,O,Ankle,,,,SF
58124-110338,SF,De'Andre,De'Andre Hunter,Hunter,28.12000122,20,3500,CHI@ATL,ATL,CHI,GTD,Knee,,,,SF
58124-110341,SG,Dylan,Dylan Windler,Windler,12.8999998,31,3500,MIA@CLE,CLE,MIA,O,Knee,,,,SG
58124-55055,PG,Dante,Dante Exum,Exum,12.31666692,6,3500,GS@HOU,HOU,GS,O,Calf,,,,PG
58124-111376,SG,John,John Konchar,Konchar,11.01081065,37,3500,MEM@ORL,MEM,ORL,,,,,,SG
58124-110355,SF,Mfiondu,Mfiondu Kabengele,Kabengele,4.246666718,30,3500,MIA@CLE,CLE,MIA,,,,,,SF
58124-115994,PF,Tyler,Tyler Cook,Cook,6.97826087,23,3500,DET@CHA,DET,CHA,,,,,,PF
58124-110365,PF,Alen,Alen Smailagic,Smailagic,4.909999847,10,3500,GS@HOU,GS,HOU,,,,,,PF
58124-110883,PF,Dean,Dean Wade,Wade,12.58148193,54,3500,MIA@CLE,CLE,MIA,,,,,,PF
58124-110882,SG,Adam,Adam Mokoka,Mokoka,2.576923077,13,3500,CHI@ATL,CHI,ATL,,,,,,SG
58124-145697,PG,Karim,Karim Mane,Mane,3.679999924,10,3500,MEM@ORL,ORL,MEM,,,,,,PG
58124-48940,SG,Wes,Wes Iwundu,Iwundu,6.780555725,36,3500,NO@MIN,NO,MIN,,,,,,SG
58124-119602,SF,Jontay,Jontay Porter,Porter,2.833333333,9,3500,MEM@ORL,MEM,ORL,,,,,,SF
58124-42814,C,Amida,Amida Brimah,Brimah,6.200000127,3,3500,IND@OKC,IND,OKC,,,,,,C
58124-145730,SG,Nate,Nate Darling,Darling,2.283333302,6,3500,DET@CHA,CHA,DET,GTD,Ankle,,,,SG
58124-145738,SG,Nate,Nate Hinton,Hinton,3.380000051,15,3500,WAS@DAL,DAL,WAS,,,,,,SG
58124-145737,SG,Brodric,Brodric Thomas,Thomas,6.426087089,23,3500,MIA@CLE,CLE,MIA,,,,,,SG
58124-63826,C,Boban,Boban Marjanovic,Marjanovic,10.87037037,27,3500,WAS@DAL,DAL,WAS,,,,,,C
58124-9589,PF,Udonis,Udonis Haslem,Haslem,7.925000191,4,3500,MIA@CLE,MIA,CLE,,,,,,PF
58124-9598,PF,Ersan,Ersan Ilyasova,Ilyasova,9.330769466,13,3500,TOR@UTA,UTA,TOR,,,,,,PF
58124-15744,SG,Rodney,Rodney McGruder,McGruder,10.08749962,16,3500,DET@CHA,DET,CHA,O,Elbow,,,,SG
58124-111492,PF,Amir,Amir Coffey,Coffey,5.472727342,44,3500,DEN@LAC,LAC,DEN,O,Covid-19,,,,PF
58124-145305,PF,Zeke,Zeke Nnaji,Nnaji,5.665000153,40,3500,DEN@LAC,DEN,LAC,GTD,Ankle,,,,PF
58124-145310,PG,Saben,Saben Lee,Lee,14.22564071,39,3500,DET@CHA,DET,CHA,,,,,,PG
58124-115612,SF,Kelan,Kelan Martin,Martin,5.46,25,3500,IND@OKC,IND,OKC,,,,,,SF
58124-145311,SG,Grant,Grant Riller,Riller,4.1,5,3500,DET@CHA,CHA,DET,,,,,,SG
58124-145308,SF,Patrick,Patrick Williams,Williams,19.79032258,62,3500,CHI@ATL,CHI,ATL,,,,,,SF
58124-145309,C,Udoka,Udoka Azubuike,Azubuike,3.299999873,12,3500,TOR@UTA,UTA,TOR,O,Ankle,,,,C
58124-145821,SF,Josh,Josh Hall,Hall,5.373333232,15,3500,IND@OKC,OKC,IND,,,,,,SF
58124-145314,PF,Precious,Precious Achiuwa,Achiuwa,11.72545499,55,3500,MIA@CLE,MIA,CLE,,,,,,PF
58124-145315,SF,Elijah,Elijah Hughes,Hughes,2.726666768,15,3500,TOR@UTA,UTA,TOR,,,,,,SF
58124-145827,PF,Freddie,Freddie Gillespie,Gillespie,13.55454601,11,3500,TOR@UTA,TOR,UTA,,,,,,PF
58124-145312,PF,Vernon,Vernon Carey,Carey,5.01333313,15,3500,DET@CHA,CHA,DET,,,,,,PF
58124-80805,PG,Markelle,Markelle Fultz,Fultz,26.1875,8,3500,MEM@ORL,ORL,MEM,O,Knee,,,,PG
58124-145318,C,Nick,Nick Richards,Richards,1.517647014,17,3500,DET@CHA,CHA,DET,,,,,,C
58124-145316,PG,Kira,Kira Lewis,Lewis,13.41333279,45,3500,NO@MIN,NO,MIN,,,,,,PG
58124-80811,SF,Jonathan,Jonathan Isaac,Isaac,32.2705868,34,3500,MEM@ORL,ORL,MEM,O,Knee,,,,SF
58124-145320,C,Daniel,Daniel Oturu,Oturu,3.443999939,25,3500,DEN@LAC,LAC,DEN,,,,,,C
58124-145326,PG,Tyrell,Tyrell Terry,Terry,3.654545524,11,3500,WAS@DAL,DAL,WAS,O,Personal,,,,PG
58124-80814,PG,Dennis,Dennis Smith,Smith,18.2826087,23,3500,DET@CHA,DET,CHA,O,Knee,,,,PG
58124-145325,SG,Josh,Josh Green,Green,6.02580655,31,3500,WAS@DAL,DAL,WAS,,,,,,SG
58124-145334,SG,Desmond,Desmond Bane,Bane,16.68103448,58,3500,MEM@ORL,MEM,ORL,,,,,,SG
58124-80823,PF,Tony,Tony Bradley,Bradley,17.34444512,36,3500,IND@OKC,OKC,IND,,,,,,PF
58124-145332,SF,Tyler,Tyler Bey,Bey,2.924999873,12,3500,WAS@DAL,DAL,WAS,,,,,,SF
58124-9655,SF,JJ,JJ Redick,Redick,11.87249985,40,3500,WAS@DAL,DAL,WAS,,,,,,SF
58124-145342,SG,Cassius,Cassius Stanley,Stanley,2.37368413,19,3500,IND@OKC,IND,OKC,,,,,,SG
58124-145343,PG,Jalen,Jalen Harris,Harris,2.9,5,3500,TOR@UTA,TOR,UTA,,,,,,PG
58124-145347,C,James,James Wiseman,Wiseman,21.51794903,39,3500,GS@HOU,GS,HOU,O,Knee,,,,C
58124-145345,PG,Nico,Nico Mannion,Mannion,10.24800049,25,3500,GS@HOU,GS,HOU,,,,,,PG
58124-145349,PG,Cassius,Cassius Winston,Winston,3.690000153,20,3500,WAS@DAL,WAS,DAL,,,,,,PG
58124-145354,SG,Devon,Devon Dotson,Dotson,2.942857197,7,3500,CHI@ATL,CHI,ATL,,,,,,SG
58124-145358,PG,Markus,Markus Howard,Howard,2.012903275,31,3500,DEN@LAC,DEN,LAC,,,,,,PG
58124-145356,SF,Sean,Sean McDermott,McDermott,4.377777947,18,3500,MEM@ORL,MEM,ORL,,,,,,SF
58124-145357,PF,Lamar,Lamar Stevens,Stevens,9.617500305,40,3500,MIA@CLE,CLE,MIA,GTD,Concussion,,,,PF
58124-85466,PF,Wenyen,Wenyen Gabriel,Gabriel,5.646153964,13,3500,NO@MIN,NO,MIN,,,,,,PF
58124-17894,C,Mike,Mike Muscala,Muscala,16.4400007,35,3500,IND@OKC,OKC,IND,O,Ankle,,,,C
58124-58350,SF,Stanley,Stanley Johnson,Johnson,10.35471675,53,3500,TOR@UTA,TOR,UTA,,,,,,SF
58124-63478,C,Cristiano,Cristiano Felicio,Felicio,3.199999946,14,3500,CHI@ATL,CHI,ATL,,,,,,C
